"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2237826,"February 19, 2022",Tennessee,Elizabethton,"Hillside Dr",1,0,N/A
2237017,"February 18, 2022",Tennessee,Memphis,"1055 S Perkins Rd",0,1,N/A
2236215,"February 17, 2022",Tennessee,Clarksville,"Manning Dr and Wynwood Dr",1,0,N/A
2236837,"February 17, 2022",Tennessee,Memphis,"1363 E Person Ave",0,0,N/A
2235326,"February 16, 2022",Tennessee,Memphis,"2171 Stovall Ave",0,2,N/A
2236210,"February 16, 2022",Tennessee,Nashville,"Dickerson Pike and Hart Ln",0,1,N/A
2235491,"February 16, 2022",Tennessee,Memphis,"Brewster Ave",0,1,N/A
2235371,"February 16, 2022",Tennessee,Knoxville,"Simmons Rd and Lexington Dr",0,1,N/A
2235333,"February 16, 2022",Tennessee,Madison,"300 block of E Old Hickory Blvd",1,1,N/A
2236239,"February 16, 2022",Tennessee,Knoxville,N/A,1,0,N/A
2235534,"February 16, 2022",Tennessee,Nashville,N/A,1,0,N/A
2274092,"February 16, 2022",Tennessee,Memphis,"Ward Ave and Ozan St",0,1,N/A
2234757,"February 15, 2022",Tennessee,Nashville,"2500 block of 25th Ave N",0,1,N/A
2234663,"February 15, 2022",Tennessee,Memphis,"3400 block of Winchester Rd",0,1,N/A
2234702,"February 15, 2022",Tennessee,Nashville,"3205 Whites Creek Pike",1,0,N/A
2234770,"February 14, 2022",Tennessee,Unicoi,"Spring Valley Rd",0,2,N/A
2233897,"February 14, 2022",Tennessee,Memphis,"S Danny Thomas Blvd and Ratliff Ln",1,0,N/A
2233684,"February 13, 2022",Tennessee,Madisonville,"500 block of Hill St",1,0,N/A
2233078,"February 13, 2022",Tennessee,Jackson,"Christmasville Rd and Greenview Dr",0,3,N/A
2233094,"February 13, 2022",Tennessee,Memphis,"4182 Rainwood Dr",0,1,N/A
2233402,"February 13, 2022",Tennessee,Memphis,"891 Griffith Pl",1,0,N/A
2233108,"February 13, 2022",Tennessee,Murfreesboro,"5300 block of Nancy Seward Dr",1,2,N/A
2233088,"February 12, 2022",Tennessee,Memphis,"3660 Eglesfield Dr",1,1,N/A
2232351,"February 12, 2022",Tennessee,Murfreesboro,"1644 Middle Tennessee Blvd",1,4,N/A
2232011,"February 11, 2022",Tennessee,Nashville,"700 block of 25th Ave N",0,1,N/A
2231781,"February 11, 2022",Tennessee,Memphis,"2644 N Hollywood St",1,0,N/A
2234687,"February 11, 2022",Tennessee,Nashville,"S 4th St",0,1,N/A
2231904,"February 11, 2022",Tennessee,Shelbyville,"3470 US-41A",0,0,N/A
2231133,"February 10, 2022",Tennessee,Memphis,"740 E McLemore Ave",1,0,N/A
2231786,"February 10, 2022",Tennessee,Nashville,"160 Antioch Pike",0,0,N/A
2231208,"February 10, 2022",Tennessee,Bristol,"400 block of Blountville Hwy",0,2,N/A
2231771,"February 10, 2022",Tennessee,Memphis,"E Hillview Dr",0,1,N/A
2231142,"February 10, 2022",Tennessee,Memphis,"Henrietta Rd",0,1,N/A
2233680,"February 9, 2022",Tennessee,Sevierville,"3700 block of Wears Valley Rd",0,1,N/A
2230580,"February 9, 2022",Tennessee,Memphis,"953 Doris Ave",0,1,N/A
2230248,"February 9, 2022",Tennessee,Nashville,"1700 block of Kellow St",0,1,N/A
